title,actor,actress,genre,budget,revenue,imdb_score,success
Big Hero 6,Scott Adsit,Jamie Chung,Aventura,165000000,657870525,7.731,1
A través de mi ventana 3: A través de tu mirada,Julio Peña,Clara Galle,Romance,0,0,6.947,0
Mickey y un montón de navidades,Bret Iwan,Kaitlyn Robrock,Animación,0,0,6.0,0
Piratas del Caribe: La maldición de la Perla Negra,Johnny Depp,Keira Knightley,Aventura,140000000,655011224,7.8,1
El club de la lucha,Edward Norton,Helena Bonham Carter,Drama,63000000,100853753,8.438,1
Las tías,Diego Klein,Ximena Sariñana,Terror,0,0,6.6,0
Un silencio,Daniel Auteuil,Emmanuelle Devos,Drama,0,0,5.0,0
A través de mi ventana,Julio Peña,Clara Galle,Romance,0,0,7.4,0
Frozen: El reino del hielo,Jonathan Groff,Kristen Bell,Animación,150000000,1274219009,7.2,1
おいら女蛮,Kappei Yamaguchi,及森玲子,Animación,0,0,4.0,0
"Invasión, insurrección",강동원,김신록,Acción,0,0,7.1,0
Paddington,Ben Whishaw,Sally Hawkins,Comedia,55000000,326105453,7.1,1
Kiss and Kill,Damian T. Raven,Kira Noir,Misterio,0,0,5.5,0
Solo en casa 2: Perdido en Nueva York,Macaulay Culkin,Catherine O'Hara,Comedia,18000000,358994850,6.759,1
Perros de guerra,Frank Grillo,Rhona Mitra,Acción,0,0,6.516,0
Tarot,Adain Bradley,Harriet Slater,Terror,8000000,49256239,6.5,1
Fuera de las sombras,Andri Mashadi,Aurora Ribero,Acción,0,0,7.3,0
Los mercen4rios,Jason Statham,Megan Fox,Acción,100000000,37917985,6.149,0
Cómo entrenar a tu dragón 2,Jay Baruchel,Cate Blanchett,Fantasía,145000000,621537519,7.673,1
Terminator 2: El juicio final,Arnold Schwarzenegger,Linda Hamilton,Acción,102000000,520000000,8.1,1
El mago de Oz,Frank Morgan,Judy Garland,Aventura,2777000,33754967,7.586,1
Diabolik ¿Quién eres?,Giacomo Gianniotti,Miriam Leone,Crimen,0,0,6.421,0
Una Casa Sin Salida,Joey Heyworth,Meredith VanCuyk,Terror,0,0,4.6,0
Pobres criaturas,Mark Ruffalo,Emma Stone,Ciencia ficción,35000000,117607117,7.719,1
Ice Age: La edad de hielo,Ray Romano,Lorri Bagley,Animación,59000000,383257136,7.362,1
Tiana y el sapo,Bruno Campos,Anika Noni Rose,Animación,105000000,270997378,7.216,1
1978,Agustin Olcese,Paula Silva,Terror,0,0,6.2,0
Shrek: Felices para siempre,Mike Myers,Cameron Diaz,Comedia,165000000,752600867,6.38,1
La milla verde,Tom Hanks,Bonnie Hunt,Fantasía,60000000,286801374,8.506,1
Vacaciones desastrosas,Kenneth Nkosi,Desconocido,Comedia,0,0,6.7,0
La Cenicienta,James MacDonald,Ilene Woods,Familia,2900000,263600000,7.0,1
Boyka: Invicto IV,Scott Adkins,Teodora Duhovnikova,Acción,0,413334,7.156,0
Pobres criaturas,Mark Ruffalo,Emma Stone,Ciencia ficción,35000000,117607117,7.719,1
10 vidas,Mo Gilligan,Simone Ashley,Animación,0,16219846,7.9,0
Parpadea dos veces,Channing Tatum,Naomi Ackie,Misterio,20000000,46393906,6.746,1
Hereditary,Alex Wolff,Toni Collette,Terror,10000000,87825916,7.29,1
Respira,Common,Jennifer Hudson,Acción,0,0,5.8,0
Mulholland Drive,Justin Theroux,Naomi Watts,Suspense,15000000,20289986,7.81,1
Mesa de Regalos,José Eduardo Derbez,Cassandra Sánchez Navarro,Comedia,0,0,6.7,0
Harold y el lápiz mágico,Zachary Levi,Zooey Deschanel,Familia,40000000,32227855,6.8,0
The OctoGames,Cale Adcock,Lacy Hartselle,Suspense,0,0,5.4,0
Greenland: El último refugio,Gerard Butler,Morena Baccarin,Acción,34000000,52300000,7.1,1
El exorcista del papa,Russell Crowe,Alex Essoe,Terror,18000000,76987621,6.964,1
Your Name,Ryunosuke Kamiki,上白石萌音,Animación,0,358000000,8.485,0
Plan en familia,Mark Wahlberg,Michelle Monaghan,Acción,0,0,7.253,0
V3nganza,Liam Neeson,Maggie Grace,Suspense,48000000,325800000,6.261,1
Joker,Joaquin Phoenix,Zazie Beetz,Crimen,55000000,1078958629,8.142,1
El renacido,Leonardo DiCaprio,Melaw Nakehk'o,Western,135000000,532950503,7.532,1
Frozen 2,Josh Gad,Kristen Bell,Familia,150000000,1453683476,7.254,1
WALL·E: Batallón de limpieza,Ben Burtt,Elissa Knight,Animación,180000000,521311860,8.095,1
La sirenita,Jonah Hauer-King,Halle Bailey,Aventura,297000000,569626289,6.3,1
Acero Puro,Hugh Jackman,Evangeline Lilly,Acción,110000000,299300000,7.039,1
Sangre en los labios,Ed Harris,Kristen Stewart,Romance,10000000,12778225,6.6,1
John Wick: Pacto de sangre,Keanu Reeves,Ruby Rose,Acción,40000000,171539887,7.333,1
Red,Orion Lee,Rosalie Chiang,Animación,175000000,21328962,7.4,0
緊縛・SM・18才,下元史朗,早乙女宏美,Comedia,0,0,6.5,0
After: Aquí acaba todo,Hero Fiennes Tiffin,Josephine Langford,Romance,14000000,10644463,6.912,0
Soy leyenda,Will Smith,Alice Braga,Drama,150000000,585410052,7.2,1
Guardianes de la Noche: Tren infinito,Natsuki Hanae,Akari Kito,Animación,15700000,507119058,8.214,1
El emperador y sus locuras,David Spade,Eartha Kitt,Aventura,100000000,169327687,7.56,1
El hobbit: Un viaje inesperado,Martin Freeman,Cate Blanchett,Aventura,250000000,1021103568,7.357,1
El precio del poder,Al Pacino,Michelle Pfeiffer,Acción,25000000,66023329,8.165,1
¡Porno!,David Cardoso,Patrícia Scalvi,Drama,0,0,4.98,0
El Escuadrón Suicida,Idris Elba,Margot Robbie,Acción,185000000,168717425,7.495,0
Capitán América: Civil War,Chris Evans,Scarlett Johansson,Aventura,250000000,1155046416,7.4,1
La sirenita,Samuel E. Wright,Jodi Benson,Animación,40000000,211343479,7.3,1
映画クレヨンしんちゃん オラたちの恐竜日記,Toshiyuki Morikawa,小林由美子,Animación,0,21478573,8.0,0
Hiram na Sandali,Vince Rillon,Dyessa Garcia,Drama,0,0,0.0,0
Spider-Man: Lejos de casa,Tom Holland,Marisa Tomei,Acción,160000000,1131927996,7.4,1
Hasta el último hombre,Andrew Garfield,Teresa Palmer,Drama,40000000,175302354,8.2,1
Wolfs,George Clooney,Amy Ryan,Comedia,80000000,0,6.6,0
Shang-Chi y la leyenda de los Diez Anillos,Simu Liu,Awkwafina,Acción,150000000,432243292,7.535,1
Juego de asesinos,Dave Bautista,Sofia Boutella,Acción,30000000,5928351,6.8,0
Ritual de la oscuridad,John Wells,Madison Pullins,Terror,0,0,5.7,0
En las profundidades del Sena,Nassim Lyes,Bérénice Bejo,Acción,0,0,6.0,0
El ministerio de la Guerra Sucia,Henry Cavill,Eiza González,Acción,60000000,29715044,7.1,0
The Equalizer 3,Denzel Washington,Dakota Fanning,Acción,70000000,190000000,7.324,1
Venganza,Liam Neeson,Maggie Grace,Acción,25000000,226830568,7.397,1
Una Casa Sin Salida,Joey Heyworth,Meredith VanCuyk,Terror,0,0,4.6,0
La acompañante,Jack Quaid,Sophie Thatcher,Terror,10000000,0,8.0,0
Spider-Man: Homecoming,Tom Holland,Marisa Tomei,Acción,175000000,880166924,7.332,1
Kalikot,Van Allen Ong,Sheila Snow,Drama,0,0,6.8,0
Perdida,Ben Affleck,Rosamund Pike,Misterio,61000000,370890259,7.891,1
Terminator Génesis,Jai Courtney,Emilia Clarke,Ciencia ficción,155000000,440603537,5.936,1
Toy Story 2,Tom Hanks,Joan Cusack,Animación,90000000,497375381,7.597,1
Shrek: Felices para siempre,Mike Myers,Cameron Diaz,Comedia,165000000,752600867,6.38,1
Guerra Mundial Z,Brad Pitt,Mireille Enos,Acción,200000000,531865000,6.819,1
Fast & Furious 7,Vin Diesel,Michelle Rodríguez,Acción,190000000,1515400000,7.229,1
El baño del diablo,Desconocido,Anja Plaschg,Drama,0,0,6.7,0
The Amazing Spider-Man,Andrew Garfield,Emma Stone,Acción,215000000,757930663,6.7,1
Tigres y hienas,Sofiane Zermani,Géraldine Nakache,Acción,0,0,6.1,0
El rey león 2: El tesoro de Simba,Matthew Broderick,Neve Campbell,Familia,0,0,6.95,0
La primera profecía,Ralph Ineson,Nell Tiger Free,Terror,30000000,53992802,6.9,1
Terrifier,David Howard Thornton,Jenna Kanell,Terror,35000,421798,6.4,1
Up,Ed Asner,Elie Docter,Animación,175000000,735099082,7.959,1
Guerra Mundial Z,Brad Pitt,Mireille Enos,Acción,200000000,531865000,6.819,1
Shang-Chi y la leyenda de los Diez Anillos,Simu Liu,Awkwafina,Acción,150000000,432243292,7.535,1
Mulán,Eddie Murphy,Ming-Na Wen,Animación,90000000,304320254,7.9,1
Amor redentor,Tom Lewis,Abigail Cowen,Romance,30000000,9500000,7.861,0
Ahí afuera,Sid Lucero,Beauty Gonzalez,Terror,0,0,6.1,0
Megalodón,Jason Statham,李冰冰,Acción,150000000,530517320,6.252,1
Misión hostil,Liam Hemsworth,Chika Ikogwe,Acción,18000000,7021101,7.3,0
El castillo ambulante,木村拓哉,倍賞千恵子,Fantasía,24000000,236049757,8.403,1
Perdida,Ben Affleck,Rosamund Pike,Misterio,61000000,370890259,7.891,1
La ciudad de las estrellas (La La Land),Ryan Gosling,Emma Stone,Comedia,30000000,447407695,7.9,1
Kalikot,Van Allen Ong,Sheila Snow,Drama,0,0,6.8,0
Shutter Island,Leonardo DiCaprio,Michelle Williams,Drama,80000000,294804195,8.202,1
Cualquiera menos tú,Glen Powell,Sydney Sweeney,Romance,25000000,214891370,6.924,1
Snack Shack,Conor Sherry,Mika Abdalla,Comedia,3000000,455708,7.146,0
Pinceladas de amor,永瀬廉,出口夏希,Romance,0,0,8.5,0
Deadpool,Ryan Reynolds,Morena Baccarin,Acción,58000000,782837347,7.623,1
Amor a 39 grados,Furkan Andıç,Ayça Ayşin Turan,Romance,0,0,7.8,0
Ahí afuera,Sid Lucero,Beauty Gonzalez,Terror,0,0,6.1,0
El especialista,Ryan Gosling,Emily Blunt,Acción,125000000,181073291,7.077,1
El lado dulce de la traición,Leandro Lima,Giovanna Lancellotti,Drama,0,0,6.3,0
Libre,Lucas Bravo,Léa Luce Busato,Acción,0,0,6.5,0
Buscando a Nemo,Albert Brooks,Ellen DeGeneres,Animación,94000000,940335536,7.819,1
Operation Black Ops,Tito Ortiz,Cristiane Justino,Acción,0,0,5.521,0
Blade Runner 2049,Ryan Gosling,Ana de Armas,Ciencia ficción,150000000,259239658,7.571,1
The Equalizer 3,Denzel Washington,Dakota Fanning,Acción,70000000,190000000,7.324,1
Hasta el último hombre,Andrew Garfield,Teresa Palmer,Drama,40000000,175302354,8.2,1
Wolfs,George Clooney,Amy Ryan,Comedia,80000000,0,6.6,0
Shang-Chi y la leyenda de los Diez Anillos,Simu Liu,Awkwafina,Acción,150000000,432243292,7.535,1
Juego de asesinos,Dave Bautista,Sofia Boutella,Acción,30000000,5928351,6.8,0
Crepúsculo,Robert Pattinson,Kristen Stewart,Fantasía,37000000,393616788,6.293,1
En las profundidades del Sena,Nassim Lyes,Bérénice Bejo,Acción,0,0,6.0,0
El ministerio de la Guerra Sucia,Henry Cavill,Eiza González,Acción,60000000,29715044,7.1,0
Una Casa Sin Salida,Joey Heyworth,Meredith VanCuyk,Terror,0,0,4.6,0
La acompañante,Jack Quaid,Sophie Thatcher,Terror,10000000,0,8.0,0
Cómo entrenar a tu dragón,Jay Baruchel,America Ferrera,Fantasía,165000000,494879471,7.834,1
Al rescate de Fondo de Bikini: La película de Arenita Mejillas,Tom Kenny,Carolyn Lawrence,Animación,100000000,0,6.189,0
Terminator 2: El juicio final,Arnold Schwarzenegger,Linda Hamilton,Acción,102000000,520000000,8.1,1
A través de mi ventana 2: A través del mar,Julio Peña,Clara Galle,Romance,0,0,6.6,0
Un lugar tranquilo,John Krasinski,Emily Blunt,Terror,17000000,340955294,7.4,1
Cualquiera menos tú,Glen Powell,Sydney Sweeney,Romance,25000000,214891370,6.924,1
Exorcism in Utero,Calvin Morie McCarthy,Allegra Sweeney,Terror,0,0,5.932,0
Regreso al futuro,Michael J. Fox,Lea Thompson,Aventura,19000000,381109762,8.318,1
Bio Hunter,Toshihiko Seki,Yuko Minaguchi,Terror,0,0,5.9,0
Flash,Michael Keaton,Sasha Calle,Aventura,220000000,271333313,6.675,1
Megalodón,Jason Statham,李冰冰,Acción,150000000,530517320,6.252,1
엄마친구,Heo Ye-chang,Hee-jeong,Drama,0,0,6.4,0
TOGEFILM - Mei Mei,Desconocido,Virly Virginia,Drama,0,0,10.0,0
Gru. Mi villano favorito,Steve Carell,Miranda Cosgrove,Animación,69000000,543284256,7.245,1
Black Panther: Wakanda Forever,Tenoch Huerta Mejía,Letitia Wright,Acción,250000000,859102154,7.084,1
Smile,Kyle Gallner,Sosie Bacon,Terror,17000000,217408513,6.7,1
Operación Fortune: El gran engaño,Jason Statham,Aubrey Plaza,Acción,50000000,37800000,6.502,0
Doctor Strange en el multiverso de la locura,Benedict Cumberbatch,Xochitl Gomez,Fantasía,200000000,955775804,7.272,1
Mulán,Eddie Murphy,Ming-Na Wen,Animación,90000000,304320254,7.9,1
Amor redentor,Tom Lewis,Abigail Cowen,Romance,30000000,9500000,7.861,0
Pobres criaturas,Mark Ruffalo,Emma Stone,Ciencia ficción,35000000,117607117,7.719,1
10 vidas,Mo Gilligan,Simone Ashley,Animación,0,16219846,7.9,0
Parpadea dos veces,Channing Tatum,Naomi Ackie,Misterio,20000000,46393906,6.746,1
Hereditary,Alex Wolff,Toni Collette,Terror,10000000,87825916,7.29,1
Respira,Common,Jennifer Hudson,Acción,0,0,5.8,0
The Temptation of Kimono,Taro Kai,晶エリー,Drama,0,0,5.8,0
Mesa de Regalos,José Eduardo Derbez,Cassandra Sánchez Navarro,Comedia,0,0,6.7,0
Harold y el lápiz mágico,Zachary Levi,Zooey Deschanel,Familia,40000000,32227855,6.8,0
The OctoGames,Cale Adcock,Lacy Hartselle,Suspense,0,0,5.4,0
Greenland: El último refugio,Gerard Butler,Morena Baccarin,Acción,34000000,52300000,7.1,1
Expediente Warren: obligado por el demonio,Patrick Wilson,Vera Farmiga,Terror,39000000,206431050,7.416,1
Your Name,Ryunosuke Kamiki,上白石萌音,Animación,0,358000000,8.485,0
La bella y la bestia,Robby Benson,Paige O'Hara,Romance,25000000,424967620,7.73,1
"El Gángster, El Policía y El Diablo",마동석,김규리,Crimen,6500000,25775371,7.808,1
Plan en familia,Mark Wahlberg,Michelle Monaghan,Acción,0,0,7.253,0
Up,Ed Asner,Elie Docter,Animación,175000000,735099082,7.959,1
Joker,Joaquin Phoenix,Zazie Beetz,Crimen,55000000,1078958629,8.142,1
El renacido,Leonardo DiCaprio,Melaw Nakehk'o,Western,135000000,532950503,7.532,1
Frozen 2,Josh Gad,Kristen Bell,Familia,150000000,1453683476,7.254,1
El show de Truman,Jim Carrey,Laura Linney,Comedia,60000000,264100000,8.1,1
La máscara,Jim Carrey,Cameron Diaz,Romance,23000000,351583407,6.958,1
Five Nights at Freddy's,Josh Hutcherson,Piper Rubio,Terror,20000000,297144130,7.5,1
Batman vs Superman: El amanecer de la justicia,Ben Affleck,Gal Gadot,Acción,250000000,874362803,5.974,1
Megalópolis,Adam Driver,Nathalie Emmanuel,Ciencia ficción,120000000,13857002,5.3,0
Liga de la Justicia,Ben Affleck,Amy Adams,Acción,300000000,661326987,6.078,1
El fantasma de Canterville,Stephen Fry,Imelda Staunton,Animación,10000000,2000000,6.5,0
Los Croods: Una nueva era,Nicolas Cage,Emma Stone,Animación,65000000,215905815,7.5,1
Road House (De profesión: duro),Jake Gyllenhaal,Daniela Melchior,Acción,85000000,0,7.0,0
El exorcista,Jason Miller,Ellen Burstyn,Terror,12000000,441306145,7.731,1
Apocalypto,Rudy Youngblood,Iazua Larios,Acción,40000000,120654337,7.6,1
Jurassic World: El reino caído,Chris Pratt,Bryce Dallas Howard,Acción,170000000,1310466296,6.542,1
Cars 2,Larry the Cable Guy,Emily Mortimer,Animación,200000000,559852396,6.134,1
Cuando Duerme Conmigo,Erick Elías,Ana Claudia Talancón,Romance,0,0,6.0,0
El experimento del sueño,Akshay Kumar,Millie Brady,Ciencia ficción,0,0,5.9,0
Chicas malas,Daniel Franzese,Lindsay Lohan,Drama,17000000,130161094,7.212,1
La Patrulla Canina: La superpelícula,Christian Convery,Mckenna Grace,Animación,30000000,202231360,7.0,1
La pasión de Cristo,Jim Caviezel,Maia Morgenstern,Drama,30000000,612060372,7.5,1
Thor: Ragnarok,Chris Hemsworth,Cate Blanchett,Acción,180000000,855301806,7.588,1
Fast & Furious 8,Vin Diesel,Michelle Rodríguez,Acción,250000000,1236000000,6.867,1
Culpa mía: Londres,Matthew Broome,Asha Banks,Romance,0,0,0.0,0
Los Juegos del Hambre: Sinsajo - Parte 1,Josh Hutcherson,Jennifer Lawrence,Ciencia ficción,125000000,755356711,6.8,1
Matrix Resurrections,Keanu Reeves,Carrie-Anne Moss,Ciencia ficción,190000000,156497322,6.393,0
Tres metros sobre el cielo,Mario Casas,María Valverde,Romance,0,0,7.726,0
After: Almas perdidas,Hero Fiennes Tiffin,Josephine Langford,Romance,14000000,21753705,7.0,1
Fabricante de lágrimas,Simone Baldasseroni,Caterina Ferioli,Romance,7000000,0,6.493,0
El chico y la garza,山時聡真,柴咲コウ,Animación,50000000,294200000,7.5,1
Agente cinturón negro,Kim Woo-bin,김지영,Acción,0,0,7.724,0
Charlie y la fábrica de chocolate,Johnny Depp,Helena Bonham Carter,Aventura,150000000,475000000,7.049,1
Rivales,Mike Faist,Zendaya,Romance,55000000,94182533,7.0,1
Rippy,Michael Biehn,Tess Haubrich,Terror,0,0,4.4,0
Corrupción en Bangkok: Entre el cielo y el infierno,ศุกลวัฒน์ คณารศ,Atitaya Tribudarak,Acción,0,0,6.5,0
Cruella,Joel Fry,Emma Stone,Comedia,200000000,233503234,8.003,1
La creación de los dioses: El reino de las tormentas,Kris Phillips,Нарана Эрдынеева,Acción,85000000,369081777,7.11,1
Niños grandes 2,Adam Sandler,Salma Hayek Pinault,Comedia,80000000,247022278,6.139,1
Kingsman: Servicio secreto,Taron Egerton,Sophie Cookson,Crimen,81000000,414351546,7.63,1
과외의 목적,Cha Myung-Hoon,Ga Won,Romance,0,0,7.0,0
El caballero oscuro: La leyenda renace,Christian Bale,Anne Hathaway,Acción,250000000,1081041287,7.784,1
Orgullo y prejuicio,Matthew Macfadyen,Keira Knightley,Drama,28000000,121600000,8.1,1
Predator: La presa,Dakota Beavers,Amber Midthunder,Suspense,65000000,0,7.707,0
Los Increíbles,Craig T. Nelson,Holly Hunter,Acción,92000000,631442092,7.709,1
Fast & Furious 8,Vin Diesel,Michelle Rodríguez,Acción,250000000,1236000000,6.867,1
Culpa mía: Londres,Matthew Broome,Asha Banks,Romance,0,0,0.0,0
The Imitation Game (Descifrando Enigma),Benedict Cumberbatch,Keira Knightley,Historia,14000000,233600000,7.997,1
Prodigiosa: Las aventuras de Ladybug - La película,Benjamin Bollen,Annouck Hautbois,Animación,86000000,40208268,7.648,0
The Creator,John David Washington,Madeleine Yuna Voyles,Acción,80000000,104272136,7.1,1
Shrek tercero,Mike Myers,Cameron Diaz,Fantasía,160000000,813367380,6.3,1
Depredador,Arnold Schwarzenegger,Elpidia Carrillo,Ciencia ficción,15000000,98267558,7.53,1
Jurassic World,Chris Pratt,Bryce Dallas Howard,Acción,150000000,1671537444,6.693,1
La zona de interés,Christian Friedel,Sandra Hüller,Drama,15000000,48975567,7.068,1
El indomable Will Hunting,Matt Damon,Minnie Driver,Drama,10000000,225900000,8.161,1
El túnel de los deseos,鈴鹿央士,飯豊まりえ,Animación,0,872000,7.7,0
Naruto Shippuden 1: La Muerte de Naruto,増川洋一,Junko Takeuchi,Animación,0,13219807,7.389,0
La Liga de la Justicia de Zack Snyder,Ben Affleck,Gal Gadot,Acción,70000000,0,8.1,0
동창회의 목적,Jo In-woo,Kim Yoo-yeon,Romance,0,0,5.3,0
Los Juegos del Hambre: Balada de pájaros cantores y serpientes,Tom Blyth,Rachel Zegler,Drama,100000000,337371917,7.058,1
Háblame,Joe Bird,Sophie Wilde,Terror,4500000,92000000,7.163,1
Transgressing,Jarno Berardi,Yuliya Mayarchuk,Comedia,2100000,0,5.7,0
Troya,Brad Pitt,Diane Kruger,Aventura,175000000,497400000,7.165,1
Madame Web,Tahar Rahim,Dakota Johnson,Acción,80000000,100498764,5.4,1
Dos rubias de pelo en pecho,Shawn Wayans,Faune Chambers Watkins,Comedia,37000000,113100000,6.945,1
The Gigolo,Dominic Ho,Candy Yuen,Romance,0,709136,5.1,0
"Naruto Shippuden, La Película: The Last",Jun Fukuyama,Junko Takeuchi,Acción,750000,19840000,7.443,1
Naruto Shippuden 1: La Muerte de Naruto,増川洋一,Junko Takeuchi,Animación,0,13219807,7.389,0
El sindicato,Mark Wahlberg,Halle Berry,Acción,0,0,6.202,0
Ready Player One,Tye Sheridan,Olivia Cooke,Aventura,175000000,607274134,7.593,1
En busca de la felicidad,Will Smith,Thandiwe Newton,Drama,55000000,307077295,7.9,1
히든페이스,송승헌,Cho Yeo-jeong,Misterio,0,0,3.3,0
Troya,Brad Pitt,Diane Kruger,Aventura,175000000,497400000,7.165,1
Ted 2,Mark Wahlberg,Amanda Seyfried,Comedia,68000000,215863606,6.308,1
Free Guy,Ryan Reynolds,Jodie Comer,Comedia,110000000,331526598,7.5,1
Predator: La presa,Dakota Beavers,Amber Midthunder,Suspense,65000000,0,7.707,0
Corrupción en Bangkok: Entre el cielo y el infierno,ศุกลวัฒน์ คณารศ,Atitaya Tribudarak,Acción,0,0,6.5,0
Spy x Family Código: Blanco,Takuya Eguchi,Atsumi Tanezaki,Animación,5000000,59256423,7.054,1
Posesión infernal: El despertar,Morgan Davies,Lily Sullivan,Terror,15000000,146700000,6.9,1
La máscara,Jim Carrey,Cameron Diaz,Romance,23000000,351583407,6.958,1
"Los Green en la gran ciudad, la película: Salvando el Greenverso",Chris Houghton,Marieve Herington,Animación,0,0,7.517,0
Depredador,Arnold Schwarzenegger,Elpidia Carrillo,Ciencia ficción,15000000,98267558,7.53,1
Diabolik ¿Quién eres?,Giacomo Gianniotti,Miriam Leone,Crimen,0,0,6.421,0
Hotel Transilvania: Transformanía,Brian Hull,Selena Gómez,Animación,75000000,18500000,7.1,0
Cómo ganar millones antes de que muera la abuela,พุฒิพงศ์ อัสสรัตนกุล,Usha Seamkhum,Drama,0,73800000,8.048,0
Damsel,Ray Winstone,Millie Bobby Brown,Fantasía,60000000,5000,7.046,0
La momia,Brendan Fraser,Rachel Weisz,Aventura,80000000,415885488,6.938,1
Llámame Por Tu Nombre,Armie Hammer,Amira Casar,Romance,3500000,43143046,8.124,1
La red social,Jesse Eisenberg,Brenda Song,Drama,40000000,224920315,7.37,1
La saga Crepúsculo: Amanecer - Parte 2,Robert Pattinson,Kristen Stewart,Aventura,120000000,829747654,6.461,1
映画 ギヴン 柊mix,Shogo Yano,Desconocido,Animación,0,0,6.8,0
Los Simpson: La película,Dan Castellaneta,Julie Kavner,Animación,75000000,527068851,7.01,1
La invención de la carne,Lisandro Rodríguez,Umbra Colombo,Drama,0,0,4.368,0
Juego de espías: La ciudad eterna,Dave Bautista,Chloe Coleman,Acción,0,0,6.7,0
Black Adam,Dwayne Johnson,Sarah Shahi,Acción,200000000,393452111,6.889,1
Inmaculada,Álvaro Morte,Sydney Sweeney,Terror,9000000,35340015,6.2,1
